pl_name,hostname,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbsmax,pl_orbper,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,KMeans_Cluster,HZ_Status,ESI
Kepler-1597 b,Kepler-1597,1.06,1.2,5.54,1709.9298671807694,1431.311,0.04136,2.94654179,0.0,6377.0,1.39,1.25,0.43429,4.24,3,Outside HZ,0.5378626967991813
Kepler-687 b,Kepler-687,3.52,12.2,1.54,518.0,15.648,0.1326,20.50586978,0.0,4841.0,0.73,0.77,-0.56669,4.6,0,Outside HZ,0.598551602898635
Kepler-1596 b,Kepler-1596,1.9,4.27,3.42,668.2052345979266,33.378,0.3237,66.373379,0.0,5706.0,0.92,0.95,0.43061,4.49,0,Outside HZ,0.6763870154474468
Kepler-692 b,Kepler-692,3.11,9.85,1.8,639.0,28.504,0.1495,21.81293494,0.0,5440.0,0.86,0.9,-0.23346,4.53,0,Outside HZ,0.5839799132588207
Kepler-150 c,Kepler-150,3.69,13.2,1.44,942.4603820150418,132.091,0.073,7.381998,0.0,5560.0,0.939,0.956,-0.16141,4.466,3,Outside HZ,0.47733723152862484
Kepler-1494 b,Kepler-1494,3.07,9.64,1.83,483.0144667508481,9.113,0.3982,91.080482,0.0,5659.0,0.94,0.96,0.07901,4.48,0,Outside HZ,0.6422069453010664
Kepler-1502 b,Kepler-1502,3.18,10.2,1.74,824.3722686307996,77.324,0.2482,41.7083629,0.0,6666.0,1.72,1.44,0.74202,4.13,0,Outside HZ,0.5293367429963935
Kepler-1490 b,Kepler-1490,3.04,9.48,1.85,348.0,3.788,0.3729,92.4362973,0.0,5515.0,0.87,0.9,-0.31879,4.52,0,Outside HZ,0.7081382094690818
Kepler-1491 b,Kepler-1491,1.51,2.89,4.61,953.0144923621547,138.108,0.127,16.5861762,0.0,5728.0,0.99,1.0,0.35471,4.45,3,Outside HZ,0.635327474906071
Kepler-171 b,Kepler-171,2.34,6.08,2.61,1160.985366946712,304.178,0.05,4.166972,0.0,5642.0,0.839,0.978,-0.07917,4.566,3,Outside HZ,0.5167611133735732
Kepler-1926 b,Kepler-1926,2.31495961,5.97,2.64,451.0,9.8,0.2197,42.87770081,0.0,5256.0,0.832,0.768,-0.64728,4.483,0,Outside HZ,0.7216001486739176
Kepler-1631 b,Kepler-1631,1.35,2.39,5.34,1278.2086657438479,446.918,0.0511,4.09513932,0.0,5679.0,0.95,0.97,0.00722,4.47,3,Outside HZ,0.5836887997613721
KOI-1599.02,KOI-1599,1.9,9.0,7.21,822.9988667431251,76.81,0.112293,13.6088,0.0114,5833.0,0.972,1.02,0.16196,4.472,0,Outside HZ,0.6234098982927546
Kepler-719 b,Kepler-719,8.52,54.5,0.484,1087.6235427029453,234.28,0.0556,5.007317779,0.0,5777.0,0.98,0.99,0.44767,4.45,2,Outside HZ,0.32252465854905943
Kepler-734 b,Kepler-734,3.56,12.4,1.51,854.4700642276725,89.25,0.0583,6.104852856,0.0,5326.0,0.78,0.85,0.37395,4.59,0,Outside HZ,0.5017955237641336
Kepler-1408 b,Kepler-1408,0.89,0.64,4.99,1854.9635854543346,1982.268,0.04218,2.99793191,0.0,6170.0,1.35,1.21,0.57889,4.25,3,Outside HZ,0.507732561456806
Kepler-1427 b,Kepler-1427,1.1,1.37,5.66,2009.5820310336599,2730.51,0.0197,0.968972376,0.0,5793.0,1.01,1.01,0.0156,4.44,3,Outside HZ,0.4978322513588219
Kepler-1665 b,Kepler-1665,2.83910787,8.44,2.03,700.8743029721527,40.4,0.096,11.9548,0.0,5049.84,0.777785,0.842,-0.45048,4.58166,0,Outside HZ,0.5842939078273595
Kepler-342 e,Kepler-342,0.88,0.615,4.96,2076.25664727585,3111.322,0.02909,1.644224613,0.0,6366.0,1.34,1.26,0.45345,4.28,3,Outside HZ,0.48251564664519814
Kepler-267 b,Kepler-267,1.98,37.9,26.8,723.374264052713,45.843,0.037,3.353728,0.0,4258.0,0.555,0.541571,-1.22915,4.729,0,Outside HZ,0.4835263031840729
Kepler-1738 b,Kepler-1738,2.82472883,8.37,2.04,1043.7052519738438,198.67,0.0781,7.674630165,0.0,6063.0,1.001,1.079,-0.00542,4.47,3,Outside HZ,0.5055386235623891
Kepler-746 b,Kepler-746,1.11,1.41,5.67,1259.7156409859394,421.61,0.0435,3.48159251,0.0,5418.0,0.93,0.91,-0.172,4.46,3,Outside HZ,0.6035180571129017
Kepler-760 b,Kepler-760,3.06,9.59,1.84,842.6323450236457,84.406,0.08087,8.70419416,0.0,5322.0,0.85,0.89,-0.27997,4.54,0,Outside HZ,0.5328163966390205
Kepler-272 c,Kepler-272,1.79,97.8,93.7,1167.2155752237713,310.76,0.061,6.057342,0.0,5297.0,0.929,0.91,0.06634,4.426,3,Outside HZ,0.2934678767382871
Kepler-775 b,Kepler-775,1.19,1.81,5.9,1729.1477847386377,1496.75,0.01834,0.974868926,0.0,5468.0,0.84,0.92,-0.26699,4.56,3,Outside HZ,0.5210589017193261
Kepler-498 b,Kepler-498,3.03,9.43,1.86,1049.0553391294643,202.775,0.0897,9.61375356,0.0,5744.0,0.96,0.98,0.17242,4.47,3,Outside HZ,0.4922216984578562
Kepler-877 b,Kepler-877,2.12,5.14,2.96,689.3606116244779,37.81,0.1301,18.45847097,0.0,5261.0,0.81,0.85,-0.343,4.56,0,Outside HZ,0.6468827654970384
Kepler-865 b,Kepler-865,2.49,6.76,2.41,694.0,46.362,0.1057,14.16399294,0.0,5570.0,0.92,0.93,-0.29754,4.49,0,Outside HZ,0.6130553751431465
Kepler-288 c,Kepler-288,2.85,8.5,2.02,750.6137703877027,53.148,0.14,19.305772,0.0,5918.0,1.091,0.842,0.05605,4.353,0,Outside HZ,0.5696063750170488
Kepler-794 b,Kepler-794,2.11,5.1,2.98,1156.9490976447034,299.97,0.10036,11.13125132,0.0,5839.0,1.38,1.19,0.50637,4.23,3,Outside HZ,0.5346628995380549
Kepler-485 b,Kepler-485,14.41,119.07445922996787,,1388.3368012401143,622.014,0.04401,3.243259796,0.0,5958.0,1.09,1.07,0.07908,4.39,2,Outside HZ,0.2284892784774267
Kepler-340 c,Kepler-340,3.37,11.3,1.62,946.0,154.653,0.178,22.824669,0.0,6620.0,1.85,1.65,0.86749,4.063,0,Outside HZ,0.49285777527533803
Kepler-333 b,Kepler-333,1.32,28.2,67.4,562.9824265036088,16.819,0.087,12.551158,0.0,4259.0,0.534,0.601,-0.92812,4.732,0,Outside HZ,0.44622285747706436
Kepler-951 b,Kepler-951,5.59,26.7,0.84,340.0,2.472,0.3091,71.52530845,0.0,4834.0,0.73,0.77,-0.64183,4.6,0,Outside HZ,0.5653326362212784
Kepler-66 b,Kepler-66,2.8,8.25,2.07,782.7308994331678,62.845,0.1352,17.815815,0.0,5962.0,0.966,1.038,0.05113,4.484,0,Outside HZ,0.5647233365935954
Kepler-1805 b,Kepler-1805,1.54502915,3.0,4.47,479.0,12.48,0.0699,8.847940445,0.0,3867.0,0.552,0.581,-1.17695,4.718,0,Outside HZ,0.7997239851927302
Kepler-1792 b,Kepler-1792,2.51990972,6.89,2.37,1141.0120790874075,283.78,0.0488,4.1957798,0.0,5229.0,1.005,0.878,-0.50826,4.378,3,Outside HZ,0.5077728468145809
Kepler-276 d,Kepler-276,2.8,16.3,0.76,489.0,11.274,0.24666,48.648,0.0,5693.0,1.03,1.1,-0.08948,4.46,0,Outside HZ,0.5285925498353616
Kepler-372 c,Kepler-372,2.09,5.02,3.02,860.6988530457005,91.881,0.154,20.053763,0.0,6509.0,1.137,1.202,0.32073,4.405,0,Outside HZ,0.6003194383773105
Kepler-114 b,Kepler-114,1.26,1.09,2.53,862.2263744202727,92.535,0.053,5.188549,0.0,4605.0,0.667,0.77,-0.6853,4.65,3,Outside HZ,0.6260909464698126
Kepler-1207 b,Kepler-1207,1.62,3.26,4.21,1204.5838612851646,352.508,0.1156,13.68237119,0.0,5909.0,1.06,1.06,0.63789,4.41,3,Outside HZ,0.5691717571497207
Kepler-1249 b,Kepler-1249,2.38,6.26,2.55,875.4330342106974,98.336,0.167,24.3347127,0.0,6202.0,1.28,1.19,0.42782,4.29,0,Outside HZ,0.5723105745850754
Kepler-1859 b,Kepler-1859,1.58313575,3.13,4.33,1584.8063284591476,1056.15,0.0394,2.729599953,0.0,5887.0,1.235,1.09,0.15429,4.292,3,Outside HZ,0.5123036311646473
Kepler-1244 b,Kepler-1244,1.35,2.39,5.34,2308.6743428786704,4756.325,0.0502,3.70428172,0.0,6680.0,1.77,1.46,1.03224,4.1,3,Outside HZ,0.4553095016433534
Kepler-213 c,Kepler-213,2.34,6.08,2.61,1193.3456460683883,339.536,0.057,4.822962,0.0,5696.0,1.195,1.07,0.082,4.31,3,Outside HZ,0.5111837441377142
Kepler-1388 b,Kepler-1388,2.59,7.22,2.28,570.0047943676798,17.674,0.0882,12.2854603,0.0,4098.0,0.61,0.63,-1.1068,4.67,0,Outside HZ,0.6461083196305173
Kepler-258 c,Kepler-258,3.61,12.7,1.48,470.0,7.985,0.193,33.653079,0.0,4942.0,0.915,0.82,-0.57541,4.441,0,Outside HZ,0.6104770358091497
Kepler-355 b,Kepler-355,1.46,2.73,4.82,980.594920188134,154.803,0.102,11.03189,0.0,6184.0,1.066,0.933,0.19516,4.441,3,Outside HZ,0.634250940637022
Kepler-324 e,Kepler-324,2.03862444,235.014,0.16,694.2760696879182,38.9,0.10972,13.97939968,0.0,5191.0,0.826,0.844,-0.30825,4.53,0,Outside HZ,0.2859277179655468
Kepler-330 b,Kepler-330,1.35,2.39,5.34,794.1041801142566,66.578,0.075,8.25978,0.0,5117.0,0.722,0.848,-0.44191,4.636,0,Outside HZ,0.6999633180533953
Kepler-233 c,Kepler-233,2.71,7.8,2.15,390.0,6.195,0.287,60.418955,0.0,5360.0,0.758,0.855,-0.32754,4.614,0,Outside HZ,0.7143042815290132
Kepler-174 d,Kepler-174,2.19,5.43,2.84,212.0,0.53,0.677,247.35373,0.0,4880.0,0.622,0.602,-0.5704,4.679,0,Conservative HZ,0.7657384637403064
Kepler-200 c,Kepler-200,1.59,3.15,4.31,932.0689905493155,126.361,0.09,10.222157,0.0,5678.0,0.944,0.972,0.00778,4.454,3,Outside HZ,0.6317116878011799
Kepler-130 d,Kepler-130,1.64,3.33,4.15,451.0,9.834,0.377,87.517905,0.8,5884.0,1.127,0.927,0.19831,4.304,0,Outside HZ,0.801360339726318
Kepler-541 b,Kepler-541,3.36,11.2,1.62,1673.0,1452.904,0.06447,5.08005848,0.0,6166.0,2.06,1.41,0.75505,3.96,3,Outside HZ,0.39277091438654965
Kepler-1585 b,Kepler-1585,1.79,3.86,3.7,1064.0,182.941,0.0445,3.5827463,0.0,5538.0,0.91,0.94,-0.43354,4.5,3,Outside HZ,0.5807879564914754
Kepler-1275 b,Kepler-1275,1.48,2.79,4.73,1488.7667491448174,822.484,0.0488,3.65691115,0.0,6296.0,1.36,1.23,0.31503,4.26,3,Outside HZ,0.5355109841968525
Kepler-60 d,Kepler-60,1.99,4.16,2.91,990.2646245504789,161.0,0.10203,11.8981,0.002,5905.0,1.257,1.041,0.36906,4.26,3,Outside HZ,0.5723522055832223
Kepler-1176 b,Kepler-1176,2.45,6.57,2.45,595.0,26.087,0.1589,24.1738579,0.0,5844.0,1.02,1.01,-0.11691,4.42,0,Outside HZ,0.6489348207482756
Kepler-1225 b,Kepler-1225,1.82,3.97,3.62,1179.7106677749248,324.282,0.0771,7.01075434,0.0,6140.0,1.19,1.13,0.33289,4.34,3,Outside HZ,0.5550952537257022
Kepler-1394 b,Kepler-1394,1.39,2.51,5.14,1864.4212102387476,2023.005,0.05474,3.93766373,0.0,6481.0,2.55,1.64,0.81107,3.84,3,Outside HZ,0.49554611146957506
Kepler-1649 b,Kepler-1649,1.017,1.03,5.38,307.0,2.208,0.0514,8.689099,0.0,3240.0,0.2317,0.1977,-2.28735,5.004,0,Outside HZ,0.9799331284843971
TOI-1246 c,TOI-1246,2.45109846,9.1,3.39,936.8978093653847,129.0,0.061,5.904137,0.0,5213.0,0.8649,0.8889,-0.30103,4.51,3,Outside HZ,0.5714824057206611
Kepler-1468 c,Kepler-1468,1.15,1.6,5.78,1724.1635318502651,1479.567,0.0466,3.54553021,0.0,5893.0,1.05,1.04,0.53118,4.42,3,Outside HZ,0.5261202260257034
Kepler-326 c,Kepler-326,1.4,17.4,34.8,1160.4525572373675,303.62,0.051,4.580358,0.0,5105.0,0.801,0.91,-0.15657,4.556,3,Outside HZ,0.40593103264869546
Kepler-1085 c,Kepler-1085,3.26817741,10.7,1.68,491.0,11.8,0.29798,56.7771,0.0,5816.0,1.0783,1.05,0.07867,4.39378,0,Outside HZ,0.6244226038955852
Kepler-1229 b,Kepler-1229,1.4,2.54,5.09,212.0,0.524,0.3006,86.828989,0.0,3784.0,0.51,0.54,-1.533,4.75,0,Conservative HZ,0.8716709895649412
Kepler-1542 e,Kepler-1542,0.76,0.363,4.54,1219.256089965898,369.999,0.05649,5.10115756,0.0,5564.0,0.99,0.94,0.07026,4.41,3,Outside HZ,0.5797995816045561
Kepler-1178 b,Kepler-1178,1.07,1.24,5.56,610.3652647652668,23.237,0.1596,31.80634,0.0,4990.0,0.75,0.8,-0.27723,4.59,0,Outside HZ,0.7950117631342623
K2-187 c,K2-187,1.4,2.54,5.09,1254.2519862717559,414.343,0.0392,2.871512,,5438.0,0.83,0.966999,-0.19607,4.6,3,Outside HZ,0.5826194918911509
Kepler-1060 b,Kepler-1060,2.38,6.26,2.55,567.9131173866087,17.416,0.2495,46.8779367,0.0,5797.0,0.99,0.99,0.07184,4.44,0,Outside HZ,0.6654698630904765
Kepler-990 b,Kepler-990,2.6,7.27,2.27,903.0,108.3,0.08595,9.91723428,0.0,5948.0,1.08,1.05,-0.05003,4.39,3,Outside HZ,0.5492951702825621
Kepler-1126 b,Kepler-1126,1.73,3.64,3.86,374.0,4.55,0.41251,108.593329,0.0,5798.0,0.93,0.92,-0.09926,4.46,0,Outside HZ,0.8328544428708429
Kepler-100 c,Kepler-100,2.2,7.05,1.721102,1056.5815813302465,208.657,0.11061,12.8159,0.02,5825.0,1.49,1.08,0.39445,4.125,3,Outside HZ,0.4975503357329115
Kepler-172 c,Kepler-172,2.86,8.55,2.01,1079.3413712906797,227.225,0.068,6.388996,0.0,5526.0,1.085,1.081,-0.03187,4.375,3,Outside HZ,0.49698778813069133
Kepler-663 b,Kepler-663,2.6,7.27,2.27,1000.8259184890209,167.979,0.0559,4.99678284,0.0,5264.0,0.82,0.86,-0.31305,4.55,3,Outside HZ,0.5283997935901577
HD 102117 b,HD 102117,8.47,54.0311,0.489,780.86,63.8539,0.15,20.8133,0.12,5655.0,1.23,1.06,0.15737,4.29,2,Outside HZ,0.3661862925176668
HD 137388 b,HD 137388,9.32,63.566,0.431,248.42,0.5807,0.89,330.0,0.36,5181.0,0.88,0.68,-0.33724,4.39,1,Conservative HZ,0.45842938645477327
HD 50554 b,HD 50554,12.8,1859.29618095,4.87,190.08,0.251,2.353,1293.0,0.501,5987.0,1.02,1.04,0.143,4.333282,1,Outside HZ,0.5209016077628665
WASP-24 b,WASP-24,15.46842,394.1092,0.622,1537.0413664597058,934.465,0.03651,2.34121,0.0,6075.0,1.42,1.43,0.33131,4.26,2,Outside HZ,0.25479907842472255
HD 156846 b,HD 156846,12.4,3391.2461,9.77,382.49,3.97,1.12,359.51001,0.85,6090.0,1.9,1.38,0.69723,4.02,1,Outside HZ,0.4883374618803529
WASP-151 b,WASP-151,13.30506009,100.43377661,0.250651,1312.0,460.0,0.055,4.5334775,0.0,5871.0,1.181,1.081,0.14485,4.35,2,Outside HZ,0.24433186349006175
Kepler-80 g,Kepler-80,1.13,0.065,0.31,418.0,,,14.64558,0.1303,4540.0,0.678,0.83,-0.76955,4.639,0,Unknown,0.46154075427447794
Kepler-263 b,Kepler-263,2.67,7.61,2.2,617.2798534216654,24.308,0.12,16.568087,0.0,5265.0,0.785,0.793,-0.45614,4.576,0,Outside HZ,0.6232328178673465
K2-10 b,K2-10,3.773,25.2,2.36,708.1337928996849,42.1,0.137,19.30553,0.31,5533.0,0.956,0.88,-0.10088,4.47,0,Outside HZ,0.5573220781925924
TOI-411 b,HD 22946,1.362,13.71,18.96,1311.374032791214,495.139,0.05727,4.040295,0.126,6169.0,1.117,1.098,0.20919,4.47,3,Outside HZ,0.4405040578440792
WASP-120 b,WASP-120,15.58048317,1541.4755,2.334107,1815.4155111852265,1818.5489,0.0514,3.61126721,0.057,6450.0,1.68443,1.393,0.67509,4.035,2,Outside HZ,0.27864197683867964
Kepler-1006 b,Kepler-1006,1.54,2.99,4.5,978.513765341171,153.493,0.1464,19.76172042,0.0,5328.0,0.74,0.78,-0.4,4.59,3,Outside HZ,0.6257593620422965
Kepler-398 d,Kepler-398,0.88,0.615,4.96,702.7361581473651,40.831,0.0618,6.83437001,0.0,4557.0,0.67,0.72,-0.81101,4.64,0,Outside HZ,0.7397671418853355
TOI-5335 b,TOI-5335,4.02422162,15.3,1.29,1048.0,200.83,,3.61365988443,,5528.92,0.916633,0.945,-0.18268,4.4497,3,Outside HZ,0.44394586001399333
Kepler-78 b,Kepler-78,1.201,1.68,5.33,2223.0,4070.0,0.00901,0.35500745,0.0,5058.0,0.7475,0.779,-0.49785,4.61,3,Outside HZ,0.47122156317649067
Kepler-253 d,Kepler-253,3.17,10.2,1.76,615.8528428956067,24.084,0.13,18.119869,0.0,5208.0,0.786,0.86,-0.38741,4.595,0,Outside HZ,0.587438833540565
K2-62 b,K2-62,2.02,4.74,3.16,726.7315519908985,46.7,0.0636,6.67199,,4455.0,0.696,0.67,-0.72658,4.57,0,Outside HZ,0.6448747596167959
Kepler-369 b,Kepler-369,1.13,1.51,5.75,687.0,40.295,0.03,2.732756,0.0,3591.0,0.471,0.5,-1.42022,4.785,0,Outside HZ,0.753647278297601
Kepler-657 b,Kepler-657,3.52,12.2,1.54,780.71476356747,62.2,0.17337,24.54350418,0.0,5808.0,1.01,1.01,0.27898,4.44,0,Outside HZ,0.5210791124681841
Kepler-513 b,Kepler-513,2.2,5.48,2.83,683.4367011357715,36.527,0.1779,28.86235584,0.0,5849.0,1.06,1.02,0.07874,4.39,0,Outside HZ,0.6415652005246425
TOI-1180 b,TOI-1180,3.072,10.0,1.93,638.18,36.97,0.080799,9.686760378,0.0,4738.0,0.73,0.75,-0.57675,4.587,0,Outside HZ,0.5912471979121051
11 UMi b,11 UMi,12.3,4684.8142,13.8,896.43,114.8502,1.53,516.21997,0.08,4213.0,29.79,2.78,2.42951,1.93,1,Outside HZ,0.34174273570149555
Kepler-1390 b,Kepler-1390,1.18,1.76,5.89,1005.4911139027922,171.133,0.0662,6.48021673,0.0,5753.0,0.98,0.98,-0.10022,4.45,3,Outside HZ,0.6492129748151463
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,7.56,44.49597698,0.566,,,2.86,,,,,0.69,,,0,Unknown,
WASP-60 b,WASP-60,9.86392,174.8065,0.378,1533.3388488522903,925.4935,0.05548,4.305,0.0,5900.0,1.17,1.19,0.34748,4.2,2,Outside HZ,0.24698068037523946
Kepler-1762 b,Kepler-1762,2.76022913,8.05,2.1,778.4772388673144,61.49,0.204,29.53910065,0.0,6572.0,1.238,1.298,0.33126,4.365,0,Outside HZ,0.5682236602843566
Kepler-98 b,Kepler-98,1.99,3.55,2.18,1592.0,1107.389,0.02614,1.54168,0.0,5539.0,1.11,0.99,-0.13324,4.341,3,Outside HZ,0.4553889689633049
Kepler-403 c,Kepler-403,1.75,3.71,3.8,720.6408107192786,45.154,0.297,54.280749,0.0,6090.0,1.329,1.299,0.64405,4.266,0,Outside HZ,0.6749098448188857
Kepler-292 b,Kepler-292,1.32,2.3,5.5,1238.8016226391292,394.301,0.035,2.580827,0.0,5299.0,0.826,0.865,-0.33691,4.536,3,Outside HZ,0.594447165866767
K2-49 b,K2-49,1.93,4.38,3.35,768.28,59.0,0.0309,2.77065,,4175.0,0.45,0.51,-0.77386,4.81,0,Outside HZ,0.6410846601080769
HD 142245 b,HD 142245,13.1,975.7381,2.39,306.3,1.7468,2.78,1299.0,0.0,4922.0,4.63,3.5,1.13033,3.65,1,Outside HZ,0.5414940201553483
TOI-1452 b,TOI-1452,1.672,4.82,5.6,326.0,1.8,0.061,11.06201,0.0,3185.0,0.275,0.249,-2.1549,4.95,0,Outside HZ,0.8916127048483798
Kepler-110 b,Kepler-110,1.83,4.01,3.6,1008.0,153.881,0.107,12.691112,0.0,5960.0,1.149,0.989,0.27598,4.327,3,Outside HZ,0.5892466577081196
Kepler-1296 b,Kepler-1296,0.91,0.693,5.05,1285.0,399.015,0.0896,8.3839865,0.0,5359.0,0.83,0.87,0.48615,4.55,3,Outside HZ,0.5941418487258181
Kepler-1221 b,Kepler-1221,1.88,4.19,3.47,689.3606116244779,37.81,0.0906,12.00096042,0.0,5194.0,0.82,0.87,-0.355,4.55,0,Outside HZ,0.6713757266710676
Kepler-158 d,Kepler-158,0.43,0.0472,3.26,,,,0.645088,,4895.97,0.668,0.656,-0.75667,4.62,3,Unknown,
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,12.9,1400.0,3.58,,,2.8,,,,,0.42,,,2,Unknown,
Kepler-49 b,Kepler-49,2.579,9.77,3.082111,598.4920965996772,21.481,0.05929,7.2,0.0,4095.6,0.618,0.607,-1.13077,4.68,0,Outside HZ,0.6569527666107455
TOI-1295 b,TOI-1295,15.69257298,451.31633794,0.65,1810.768463562713,1800.0,0.047,3.1968838,0.024,6280.0,1.7,1.38,0.58659,4.1,2,Outside HZ,0.237838502210906
Kepler-1691 b,Kepler-1691,1.83470985,4.02,3.58,1399.1009080726553,641.53,0.0495,3.8482,0.0,6000.0,1.13152,1.11,0.17462,4.37607,3,Outside HZ,0.5171260105190558
Kepler-180 c,Kepler-180,3.01,9.32,1.88,540.0,16.423,0.229,41.885775,0.0,5731.0,1.063,0.95,-0.13204,4.343,0,Outside HZ,0.6245866484265491
HATS-33 b,HATS-33,13.78707,378.85336,0.79,1429.0,757.1284,0.03727,2.5495551,0.08,5659.0,1.022,1.062,-0.01773,4.445,2,Outside HZ,0.2781926196434308
K2-254 c,K2-254,2.19,5.43,2.84,551.0,17.6668,0.0923,12.11839,,4629.0,0.67,0.71,-0.82244,4.64,0,Outside HZ,0.6902564862466177
HD 38283 b,HD 38283,14.0,127.132,0.255,348.58,2.4745,1.02,363.20001,0.41,5981.0,1.49,1.37,0.41069,4.23,1,Outside HZ,0.37949839803559965
CoRoT-20 b,CoRoT-20,9.41556,1366.669,8.87,1024.0,180.8704,0.09,9.24285,0.59,5880.0,1.02,1.14,0.17,4.35,2,Outside HZ,0.38434332774244295
Kepler-162 c,Kepler-162,3.03,9.43,1.86,823.6463437826253,77.052,0.137,19.446355,0.0,5816.0,0.958,1.053,0.1554,4.436,0,Outside HZ,0.5389579504021794
TOI-375 d,TOI-375,13.6,445.59542661,0.973,434.0,5.96,0.984,297.9,,5259.9,2.9,1.441,0.75997,3.672,1,Outside HZ,0.4396582505006506
K2-248 b,K2-248,2.57,7.13,2.31,942.8905022869429,132.3323,0.0699,7.17256,,5528.0,0.92,0.88,-0.18938,4.45,3,Outside HZ,0.5427942397674941
Kepler-1252 b,Kepler-1252,1.67,3.43,4.05,765.7920005871871,57.579,0.1078,15.0540329,0.0,5949.0,1.09,1.06,-0.12958,4.38,0,Outside HZ,0.669682573791839
WASP-35 b,WASP-35,14.5717,225.6593,0.378,1458.7363071582247,758.1026,0.04317,3.16158,0.0,5990.0,1.08,1.05,0.1443,4.4,2,Outside HZ,0.24310286896048872
HD 155918 b,HD 155918,2.67,7.62788177,2.2,1622.13,1153.7389,0.03,1.87567,0.194,5771.84,1.01906,1.03,0.01635,4.43451,3,Outside HZ,0.4317987588452063
Kepler-300 c,Kepler-300,2.25,5.69,2.74,712.9126205451767,43.248,0.232,40.714955,0.0,5986.0,0.9,1.07,0.33994,4.532,0,Outside HZ,0.6274125039298594
HD 55696 b,HD 55696,12.9,1357.12729789,3.47,200.43,0.2662,3.18,1827.0,0.705,6012.0,1.52,1.29,0.43,4.15,1,Outside HZ,0.5167567080903811
Kepler-787 b,Kepler-787,1.28,2.18,5.71,1310.3226400756828,493.553,0.0159,0.928310498,0.0,4248.0,0.62,0.65,-0.89537,4.67,3,Outside HZ,0.5807427978475216
WASP-150 b,WASP-150,11.99363,2688.8418,8.54,1460.0,854.7074,0.0694,5.644207,0.3775,6218.0,1.651,1.394,0.55826,4.147,2,Outside HZ,0.3166465645706736
NGTS-12 b,NGTS-12,11.747032,66.10864,0.223,1257.0,416.0,0.0757,7.532806,0.0,5690.0,1.589,1.021,0.33843,4.045,2,Outside HZ,0.2496312144177015
Kepler-493 b,Kepler-493,15.13,39.316044472943844,,1704.8352148337685,1414.329,0.0439,3.003876581,0.0,6457.0,1.54,1.36,0.43813,4.19,2,Outside HZ,0.16659025722414694
TOI-4155 b,TOI-4155,3.21,10.4,1.73,1368.2337250465557,586.762,,3.320729,,5724.0,0.95,1.16,0.0658,4.44,3,Outside HZ,0.4342692015514335
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,2.67,7.59,2.19,,,4.27,,,,,1.14,,,0,Unknown,
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,11.4,88.99195396,0.33,,,2.0,,,,,0.47,,,2,Unknown,
HATS-28 b,HATS-28,13.383546,213.58176,0.48,1253.0,407.8485,0.04131,3.1810781,0.202,5498.0,0.922,0.929,-0.15739,4.476,2,Outside HZ,0.27441352842521854
Kepler-214 c,Kepler-214,2.13,5.18,2.95,849.6277491583512,87.244,0.194,28.7798,0.0,6169.0,1.352,1.11,0.5108,4.249,0,Outside HZ,0.5997500654596201
HD 33142 b,HD 33142,13.7,400.46379282,0.856,477.5,8.6781,1.074,330.0,0.049,5025.4,4.17,1.52,1.00043,3.375,1,Outside HZ,0.41913959981167587
GJ 4274 b,GJ 4274,1.53,2.97,4.56,548.53,14.7,0.0153,1.6339,,3228.0,0.19,0.18,-2.46218,5.26,0,Outside HZ,0.7688747909629515
Kepler-385 b,Kepler-385,2.73,12.8,3.46,951.0,143.919,0.097,10.043686,0.0,6326.0,1.126,0.992,0.14374,4.412,3,Outside HZ,0.5577941624596333
HD 27631 b,HD 27631,13.5,495.81231492,1.11,147.61,0.0836,3.242,2198.14,0.141,5737.0,0.923,0.944,-0.056,4.455,1,Outside HZ,0.4136685472474843
KIC 5479689 b,KIC 5479689,14.2,158.9142035,0.305,,,,1.701531,,5459.1,0.894,0.966,-0.20099,4.52,2,Unknown,
TOI-2120 b,TOI-2120,2.122,6.8,,384.0,3.61,0.0377,5.7998164,0.32,3131.0,0.245,0.211,-2.28651,4.985,0,Outside HZ,0.7989230954920946
Kepler-1257 b,Kepler-1257,1.52,2.92,4.57,1344.3840923154887,546.908,0.0376,2.668313762,0.0,5502.0,0.87,0.9,-0.13622,4.52,3,Outside HZ,0.5542992749966643
Kepler-1744 b,Kepler-1744,3.76754004,13.6,1.4,595.1132497340042,21.0,0.20945,37.10110092,0.0,5986.0,0.85,0.886,-0.09777,4.527,0,Outside HZ,0.5575158057617589
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,7.72,46.1,0.551,,,4.0,,,,,1.06,,,0,Unknown,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,2.95,9.0,1.93,,,1.8,,,,,0.2,,,0,Unknown,
Kepler-901 b,Kepler-901,1.37,2.45,5.24,800.4244077818771,68.723,0.0378,3.517494394,0.0,4184.0,0.57,0.59,-0.98404,4.7,3,Outside HZ,0.6953632875628478
