pl_name,hostname,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbsmax,pl_orbper,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,KMeans_Cluster,HZ_Status,ESI
Kepler-495 b,Kepler-495,5.23,23.8,0.914,1200.0,310.021,0.0427,3.413036221,0.0,5346.0,0.83,0.86,-0.2375,4.55,3,Outside HZ,0.3799401990045791
HD 106515 A b,HD 106515 A,12.1,6006.9568923,18.6,116.53,0.0342,4.48,3626.0,0.571,5362.0,0.91,0.89,-0.16368,4.41,1,Outside HZ,0.3466525286975902
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,13.6,120.77479466,0.264,,,2.5,,,,,0.55,,,2,Unknown,
TOI-4201 b,TOI-4201,13.67495645,788.21444936,1.82,725.0,45.2,0.04,3.5819194,0.041,3794.0,0.63,0.61,-1.11919,4.64,2,Outside HZ,0.40293604400432764
Kepler-476 b,Kepler-476,3.08,9.69,1.82,879.3109232718213,100.09,0.1126,14.00640607,0.0,5837.0,1.09,1.03,0.0949,4.38,0,Outside HZ,0.5231073417077184
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,12.1,6038.739733,18.7,,,0.96,,,,,0.21,,,2,Unknown,
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,13.7,365.50266805,0.781,,,3.81,,,,,0.66,,,2,Unknown,
Kepler-336 c,Kepler-336,2.1,5.06,3.0,1054.363021754638,206.91,0.092,9.600001,0.0,5867.0,1.304,1.09,0.26,4.264,3,Outside HZ,0.5552228903362757
Kepler-1111 b,Kepler-1111,2.0,4.66,3.2,938.0,118.52,0.0872,8.79617863,0.0,6077.0,1.15,1.1,-0.0903,4.36,3,Outside HZ,0.5894195698239029
Kepler-463 b,Kepler-463,3.05,9.53,1.85,997.9236684037862,166.039,0.07925,8.981016833,0.0,5661.0,0.9,0.87,0.07904,4.47,3,Outside HZ,0.5008676871568603
Kepler-1689 b,Kepler-1689,0.94678642,0.799,5.17,971.7616320090365,149.3,0.0784,8.483,0.0,5731.43,0.996208,1.023,-0.01555,4.45124,3,Outside HZ,0.6689584850227224
Kepler-285 c,Kepler-285,1.12,1.46,5.71,951.2152731387191,137.068,0.064,6.186676,0.0,5411.0,0.808,0.915,-0.27923,4.584,3,Outside HZ,0.6715111821987136
TOI-5716 b,TOI-5716,0.96,0.84,5.22,400.0,3.4093,,6.7663,,3436.0,0.22,0.19,-2.24692,5.02076,0,Outside HZ,0.9035818793017104
Kepler-396 b,Kepler-396,3.5,75.5,9.68,496.0,13.731,0.24067,42.994,0.0,5656.0,1.06,0.85,-0.13461,4.32,0,Outside HZ,0.6160109680688594
HD 159868 c,HD 159868,14.0,244.09344,0.489,383.37,3.3758,1.032,351.0,0.184,5534.0,2.13,1.19,0.55574,3.92,1,Outside HZ,0.4100204464678511
XO-5 b,XO-5,12.78,378.2,1.06,1230.0,397.4799,0.0515,4.1877558,0.0,5430.0,1.13,1.04,-0.06,4.35,2,Outside HZ,0.31464613958076887
Kepler-1443 b,Kepler-1443,0.97,0.871,5.24,2023.900268985476,2809.165,0.03783,2.41811321,0.0,6289.0,1.27,1.19,0.56075,4.3,3,Outside HZ,0.4992025968090478
KOI-1257 b,KOI-1257,10.54,460.83,2.1,456.6438791524146,7.28,0.382,86.647661,0.772,5520.0,1.13,0.99,0.0292,4.32,1,Outside HZ,0.5040900173609615
Kepler-155 b,Kepler-155,2.09,5.02,3.02,614.0,23.5,0.056,5.931194,0.0,4508.0,0.62,0.635,-1.21,4.684,0,Outside HZ,0.6760350148725225
K2-74 b,K2-74,2.31,5.95,2.65,772.58,59.1,0.1402,19.5666,,6060.0,0.98,0.96,0.05957,4.444,0,Outside HZ,0.6047484202550911
TOI-2580 b,TOI-2580,17.37392009,200.23189641,0.22,1792.9010505719573,1730.0,0.048,3.39775,0.08,6120.0,1.81,1.33,0.61595,4.15,2,Outside HZ,0.19736367896023102
Kepler-454 c,Kepler-454,12.9,1433.40611557,3.67,249.58,0.6814,1.287,524.19,0.0053,5687.0,1.066,1.03,0.05259,4.4,1,Conservative HZ,0.5513284225728893
HD 34445 f,HD 34445,6.88,37.9,0.64,266.14,0.8442,1.543,676.8,0.031,5836.0,1.38,1.07,0.3032,4.21,1,Conservative HZ,0.5309211373318024
Kepler-265 d,Kepler-265,2.49,6.76,2.41,554.0,18.941,0.236,43.130617,0.0,5835.0,1.103,0.97,0.00548,4.326,0,Outside HZ,0.6611782191783493
K2-323 b,K2-323,2.1,5.06,3.0,318.0,2.8163,0.1275,24.93,,3710.0,0.549,0.478,-1.3393,4.63,0,Outside HZ,0.8206587139335075
Kepler-1669 c,Kepler-1669,1.90120972,4.27,3.41,1044.505484091141,199.28,0.0228,1.609320045,0.0,4224.0,0.603,0.609,-0.80265,4.662,3,Outside HZ,0.5743770281405227
Kepler-943 b,Kepler-943,5.93,29.5,0.777,455.0,10.16,0.2559,49.7701438,0.0,5612.0,0.91,0.93,0.40676,4.5,0,Outside HZ,0.5080700355933881
Kepler-578 b,Kepler-578,2.0,4.66,3.2,1312.5371608611,496.898,0.0266,1.616883696,0.0,5334.0,0.83,0.87,-0.3369,4.54,3,Outside HZ,0.5170632206063616
TOI-237 b,TOI-237,1.44,2.67,4.91,388.0,3.7,0.0341,5.436098,0.0,3212.0,0.211,0.179,-2.38722,5.04,0,Outside HZ,0.8672906870443191
Kepler-169 f,Kepler-169,2.58,7.18,2.3,321.0,2.439,0.359,87.090195,0.0,4997.0,0.763,0.825,-0.49611,4.582,0,Outside HZ,0.7660466675683858
Kepler-1321 c,Kepler-1321,2.4,6.35,2.52,912.1664312317413,115.909,0.0267,2.226491086,0.0,4094.0,0.53,0.54,-0.8624,4.73,3,Outside HZ,0.562007374917861
Kepler-432 c,Kepler-432,13.3,772.3269,1.8,,,,406.2,0.498,4995.0,4.06,1.32,0.92561,3.345,1,Unknown,
K2-138 b,K2-138,1.51,3.1,4.9,1305.2805397811214,486.0,0.03385,2.35309,0.048,5356.3,0.863,0.935,-0.28654,4.54,3,Outside HZ,0.5644651254721238
HD 68402 b,HD 68402,12.6,2510.8444153,6.9,196.26,0.2462,2.18,1103.0,0.03,5950.0,1.02,1.12,0.06819,4.47,1,Outside HZ,0.5085729871926754
Kepler-1893 b,Kepler-1893,1.70557445,3.55,3.93,1300.5412779052117,478.98,0.0504,4.179369926,0.0,5633.0,1.162,0.973,0.15984,4.296,3,Outside HZ,0.543955147174901
Kepler-912 b,Kepler-912,2.8,8.25,2.07,1327.5020229138813,519.95,0.0339,2.534756273,0.0,5998.0,1.11,1.07,0.55177,4.37,3,Outside HZ,0.4613977044055609
HIP 78530 b,HIP 78530,12.0,7300.0,23.2,0.0,0.0,740.0,,,10500.0,2.10876,2.5,1.3684,4.13086,1,Conservative HZ,0.0
Kepler-273 b,Kepler-273,1.5,2.86,4.66,1142.8731547629716,285.636,0.037,2.936532,0.0,5626.0,0.815,0.756,-0.34099,4.514,3,Outside HZ,0.5936117412579474
Kepler-1647 b,Kepler-1647,11.8739,483.0,1.59,242.92,0.5956,2.7205,1107.5923,0.0581,6210.0,1.7903,1.2207,0.64425,4.018,1,Optimistic HZ,0.5169544621712346
Kepler-929 b,Kepler-929,1.11,1.41,5.67,2642.2045988361097,8159.933,0.01982,0.921032135,0.0,5869.0,1.02,1.01,0.46075,4.42,3,Outside HZ,0.44105969747994356
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,13.6,120.77479466,0.264,,,2.89,,,,,0.57,,,2,Unknown,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,3.81,13.93,1.38,,,0.97,,,,,0.231,,,0,Unknown,
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,10.5,77.86795971,0.37,,,1.449,,,,,0.193,,,2,Unknown,
Kepler-341 c,Kepler-341,1.7,3.53,3.95,1091.2611497228108,237.43,0.08,8.01041,0.0,6012.0,1.024,0.976,0.12721,4.437,3,Outside HZ,0.583662704840561
K2-210 b,K2-210,0.86,0.566,4.89,,,,0.57023,,5500.0,0.89,0.911717,-0.24869,4.6,3,Unknown,
WASP-172 b,WASP-172,17.59813,149.3801,0.16,1740.0,1506.5,0.0694,5.477433,0.0,6900.0,1.91,1.49,0.93444,4.05,2,Outside HZ,0.18908984170180665
Kepler-1382 b,Kepler-1382,1.88,4.19,3.47,1043.443794020156,198.471,0.14023,16.3583055,0.0,6161.0,1.72,1.36,0.57225,4.1,3,Outside HZ,0.5767653754261471
Kepler-26 c,Kepler-26,2.72,6.2,1.61,385.0,4.82,0.10725,17.2559,0.013,3914.0,0.512,0.544,-1.06048,4.68,0,Outside HZ,0.6890135042170564
K2-406 b,K2-406,4.602,19.2,1.08,,,,22.549406,,5784.0,0.961,0.798,-0.05965,4.374,0,Unknown,
Kepler-393 b,Kepler-393,1.29,2.21,5.66,1265.7988088115771,429.813,0.091,9.182417,0.0,6189.0,1.382,1.256,0.52394,4.233,3,Outside HZ,0.5890029471584239
Kepler-1743 b,Kepler-1743,1.59887007,3.18,4.28,1324.3311769364739,515.0,0.084,7.649710178,0.0,5855.0,1.613,1.266,0.59938,4.125,3,Outside HZ,0.5500226464275102
Kepler-959 b,Kepler-959,4.38,17.6,1.15,997.6666340763768,165.868,0.1633,14.80074836,0.0,7005.0,2.01,1.6,0.73752,4.04,3,Outside HZ,0.4376472914398212
Kepler-802 b,Kepler-802,3.54,12.3,1.52,489.0,13.508,0.2265,40.0587473,0.0,5507.0,0.9,0.93,-0.22563,4.5,0,Outside HZ,0.6075686712381722
Kepler-209 c,Kepler-209,3.1,9.8,1.81,486.0,13.637,0.231,41.749882,0.0,5513.0,0.935,0.971,-0.12879,4.472,0,Outside HZ,0.6389667803647108
Kepler-421 b,Kepler-421,4.16,16.1,1.23,185.0,0.2,1.219,704.1984,0.041,5308.0,0.757,0.794,-0.398,4.61,1,Conservative HZ,0.587086885282044
Kepler-142 c,Kepler-142,2.86,8.55,2.01,1201.0,399.444,0.057,4.761702,0.0,5790.0,1.269,0.978,0.10706,4.262,3,Outside HZ,0.47660515916147755
Kepler-1421 b,Kepler-1421,0.93,0.749,5.12,1403.2376496141264,649.151,0.07576,6.9131112,0.0,6335.0,1.42,1.25,0.59941,4.23,3,Outside HZ,0.5764207967764717
Kepler-1649 c,Kepler-1649,1.06,1.2,5.54,234.0,0.75,0.0649,19.53527,0.0,3240.0,0.2317,0.1977,-2.28735,5.004,0,Conservative HZ,0.9391897458860528
EPIC 201238110 b,EPIC 201238110,1.87,4.16,3.5,,,,28.1656,,3587.0,0.374,0.41,-1.50834,4.77613,0,Unknown,
TYC 3667-1280-1 b,TYC 3667-1280-1,12.8,1716.282,4.5,1350.0,543.953,0.21,26.468,0.036,5130.0,6.26,1.87,1.38,3.11,2,Outside HZ,0.3473610901377935
Kepler-906 b,Kepler-906,2.11,5.1,2.98,601.985859658506,21.987,0.22363,41.6979976,0.0,6035.0,1.02,1.06,0.09641,4.45,0,Outside HZ,0.6783980658286177
HIP 67851 b,HIP 67851,13.7,365.50266805,0.781,840.72,83.22,0.42,89.23,0.13,4840.0,5.45,1.28,1.16673,3.11,2,Outside HZ,0.34196130603623803
HATS-77 b,HATS-77,13.05846252,436.69623122,1.077,828.3,78.37,0.03607,3.0876262,0.045,4071.0,0.6428,0.655,-0.99183,4.638,2,Outside HZ,0.36328547328749305
K2-202 b,K2-202,2.30165603,5.91,2.66,,,,3.405164,,5491.0,0.910685,0.971461,-0.33519,4.55,0,Unknown,
Kepler-1046 b,Kepler-1046,1.71,3.57,3.92,882.1740626506565,101.4,0.11858,14.37508035,0.0,5913.0,1.04,1.04,0.06429,4.42,0,Outside HZ,0.6316629878122347
Kepler-106 e,Kepler-106,2.56,11.17,3.1,590.0471403786388,20.294,0.24006,43.8445,0.0,5858.0,1.04,1.0,0.08255,4.407,0,Outside HZ,0.6563208011545362
Kepler-838 b,Kepler-838,2.73,7.9,2.13,777.0,61.089,0.1266,15.74957994,0.0,5770.0,0.96,0.98,-0.09867,4.46,0,Outside HZ,0.5707518261045762
Kepler-389 b,Kepler-389,1.51,2.89,4.61,1047.0,167.058,0.041,3.244107,0.0,5376.0,0.792,0.765,-0.51588,4.57,3,Outside HZ,0.6129444558963683
Kepler-53 d,Kepler-53,2.12,37.1907,1.4,964.4415667868627,144.852,0.091,9.751962,0.0,6085.0,0.958,0.966,0.03558,4.498,3,Outside HZ,0.4529783951725794
Kepler-254 d,Kepler-254,2.5,6.8,2.39,686.0,38.844,0.139,18.746477,0.0,5957.0,0.91,0.849,-0.12491,4.524,0,Outside HZ,0.6144206113489612
Kepler-1531 b,Kepler-1531,1.11,1.41,5.67,2271.487370005386,4457.2,0.02204,1.138543376,0.0,6260.0,1.27,1.16,0.30365,4.29,3,Outside HZ,0.47136683967990717
TOI-5532 b,TOI-5532,2.52763693,6.93,2.36,672.8849110376913,34.3229,,5.6539659431,,4208.45,0.662052,0.636083,-1.00617,4.5965,0,Outside HZ,0.6164244691097072
HR 8799 b,HR 8799,13.0,2000.0,5.0,50.62825597409284,0.0011,68.0,170000.0,,7204.58,1.49338,1.5,0.69197,4.29656,1,Outside HZ,0.32132254879990013
HD 216536 b,HD 216536,13.8,333.7215,0.698,1003.1823301041717,169.5666,0.61,148.60001,0.38,4639.0,9.83,0.81,1.8,2.36,2,Outside HZ,0.3144991100069409
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,13.4,575.26941667,1.31,,,5.67,,,,,0.7,,,2,Unknown,
Kepler-1711 b,Kepler-1711,1.923,4.36,3.37,729.4011993613794,47.39,0.1463,21.06080055,0.0,5706.0,1.034,0.94,0.00966,4.382,0,Outside HZ,0.6537898169881782
Kepler-625 c,Kepler-625,1.05,1.16,5.51,1536.0811165700736,932.132,0.05379,4.1653651,0.0,5789.0,0.96,1.04,0.40647,4.49,3,Outside HZ,0.5636986357209367
Kepler-54 b,Kepler-54,2.1,0.98,0.76,521.2223831386165,12.357,0.0619,8.0109434,0.022,3705.0,0.5,0.51,-1.30103,4.75,0,Outside HZ,0.5583918396182291
Kepler-1583 b,Kepler-1583,0.6,0.156,3.97,928.2579817847517,124.307,0.08307,9.32807355,0.0,5645.0,0.91,0.94,-0.01774,4.49,3,Outside HZ,0.6042214402159114
Kepler-1319 b,Kepler-1319,1.34,2.36,5.39,692.2684343025389,38.452,0.0296,2.886762645,0.33,3655.0,0.54,0.56,-1.45739,4.73,0,Outside HZ,0.7361537879014645
HD 11977 b,HD 11977,12.7,2080.0,5.58,547.97,18.5126,1.93,711.0,0.4,4970.0,10.09,1.91,1.83858,2.9,1,Outside HZ,0.48830403930294647
Kepler-1851 b,Kepler-1851,3.90012032,14.5,1.34,846.0407983664007,85.78,0.1016,12.02289963,0.0,5982.0,0.879,0.967,0.06007,4.535,0,Outside HZ,0.48667079571804545
CoRoT-35 b,CoRoT-35,18.83108758,349.6112477,0.29,1653.613419913027,1251.8629,0.0429,3.22748,0.0,6390.0,1.65,1.01,0.36247,4.01,2,Outside HZ,0.20899559819787675
Kepler-1124 b,Kepler-1124,1.28,2.18,5.71,742.0985030025519,50.777,0.0305,2.852348975,0.0,3658.0,0.34,0.35,-1.32347,4.93,0,Outside HZ,0.7206388544099052
Kepler-202 c,Kepler-202,1.85,4.08,3.54,565.0712039477183,17.07,0.113,16.282493,0.0,4668.0,0.667,0.683,-0.63817,4.65,0,Outside HZ,0.7210931488692198
Kepler-276 c,Kepler-276,2.9,16.6,0.89,563.0,19.793,0.18619,31.884,0.0,5693.0,1.03,1.1,-0.08948,4.46,0,Outside HZ,0.5206957825916323
Kepler-1793 b,Kepler-1793,3.79037518,13.8,1.39,777.6847655405825,61.24,0.0787,8.779999733,0.0,5191.0,0.764,0.85,-0.23389,4.597,0,Outside HZ,0.5071545214249797
Kepler-218 d,Kepler-218,2.66,7.56,2.21,356.0,4.118,0.49884,124.5244647,0.0,5542.0,1.02,1.01,0.00935,4.42,0,Outside HZ,0.7376421045579216
Kepler-153 c,Kepler-153,2.53,6.94,2.35,458.0,6.422,0.237,46.90232,0.0,5404.0,0.892,0.756,-0.4463,4.446,0,Outside HZ,0.6974983664157973
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,13.0,1141.00398113,2.85,,,3.44,,,,,0.75,,,2,Unknown,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,13.2,890.0,2.13,,,1.39,,,,,0.29,,,2,Unknown,
gam1 Leo b,gam1 Leo,12.5,2790.43,7.85,1080.7,228.5105,1.19,428.5,0.144,4330.0,31.88,1.23,2.51,1.59,2,Outside HZ,0.359690975394704
K2-42 b,K2-42,2.15,5.27,2.91,718.09,44.1,0.0617,6.68796,,4613.0,0.643,0.702,-0.70324,4.659,0,Outside HZ,0.6350180092966757
Kepler-1894 b,Kepler-1894,1.20117759,1.87,5.93,1342.6242889079667,544.05,0.0385,2.762660027,0.0,5772.0,0.901,0.999,-0.26976,4.528,3,Outside HZ,0.5771790499077513
K2-349 b,K2-349,1.38,2.48,5.19,518.0,,,9.032178,,4385.0,0.49,0.54,-0.36582,4.78,0,Unknown,0.804437055697699
Kepler-193 c,Kepler-193,2.75,8.0,2.11,595.0,16.026,0.286,50.697494,0.0,6335.0,1.147,1.051,0.09956,4.403,0,Outside HZ,0.6242349718824223
HD 217786 c,HD 217786,2.61,7.31005336,2.26,1663.13,1308.8643,0.038,2.52221,0.399,5966.0,1.27,1.14,0.27646,4.35,3,Outside HZ,0.43050984689511046
HD 29985 b,HD 29985,12.8,1739.47487151,4.56,46.73,0.0008,13.39,20608.14049,0.261,4678.0,0.574666,0.75,-0.84623,4.7943,1,Conservative HZ,0.3103769677050663
bet UMi b,bet UMi,12.7,1938.7,5.2,1131.0473130102919,273.9958,1.4,522.3,0.19,4126.0,38.3,1.4,2.73,1.5,2,Outside HZ,0.3763668985975639
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,14.2,163.04597279,0.313,,,4.81,,,,,0.368,,,2,Unknown,
GJ 273 c,GJ 273,1.06,1.18,5.44,462.26,6.66,0.036467,4.7234,0.17,3382.0,0.293,0.29,-2.05552,4.90868,0,Outside HZ,0.8701002170703042
Kepler-62 f,Kepler-62,1.41,35.0,,208.0,0.5,0.718,267.291,0.0,4925.0,0.64,0.69,-0.678,4.68,0,Conservative HZ,0.4866643281343529
TOI-4342 b,TOI-4342,2.329,7.3,3.18,639.0,27.8,0.0519,5.5382592,0.0,3866.0,0.598,0.587,-1.12494,4.652,0,Outside HZ,0.6576281109104651
Kepler-1156 b,Kepler-1156,1.32,2.3,5.5,839.1365367890128,83.014,0.09704,11.89520511,0.0,5778.0,1.0,1.0,-0.06802,4.44,0,Outside HZ,0.6900334807241858
Kepler-989 b,Kepler-989,2.21,5.52,2.81,805.0,74.35,0.0734,7.964315352,0.0,5074.0,0.78,0.82,-0.42689,4.58,0,Outside HZ,0.6044856901623217
Kepler-132 d,Kepler-132,1.55,3.02,4.46,758.0,68.6,0.136,18.010199,0.0,6003.0,1.178,0.929,0.211,4.31,0,Outside HZ,0.686194989302124
KMT-2020-BLG-0202L b,KMT-2020-BLG-0202L,12.4,3902.93283796,11.2,,,4.17,,,,,0.81,,,2,Unknown,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,3.21,10.4,1.73,,,3.2,2800.0,,,,0.56,,,0,Unknown,
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,14.1,181.16219199,0.355,,,3.49,,,,,0.52,,,2,Unknown,
Kepler-1773 b,Kepler-1773,3.50469499,12.1,1.54,695.6107943416796,39.2,0.24831,40.80970001,0.0,6183.0,1.3,1.241,0.40462,4.301,0,Outside HZ,0.5430943782173002
HD 22946 d,HD 22946,2.607,26.57,10.8,546.0,18.561,0.2958,47.42489,,6169.0,1.117,1.098,0.20919,4.47,0,Outside HZ,0.63207472684587
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,12.9,1395.26670673,3.57,,,3.03,,,,,0.48,,,2,Unknown,
Kepler-400 b,Kepler-400,1.65,3.36,4.11,1023.03079881588,183.39,0.087,9.024389,0.0,5886.0,1.145,1.08,0.152,4.35,3,Outside HZ,0.60351731283071
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,12.7,2262.93825784,6.07,,,1.84,,,,,0.91,,,2,Unknown,
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1.7,3.54,3.96,,,1.78,,,,,0.41,,,0,Unknown,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1.62,3.24,4.19,,,0.93,,,,,0.024,,,0,Unknown,
HD 87646 b,HD 87646,12.4,3941.092,11.4,1412.1560808543065,665.812,0.117,13.481,0.05,5770.0,1.55,1.12,0.95972,4.1,2,Outside HZ,0.29871310152074076
HD 113337 c,HD 113337,12.1,6299.67685515,19.5,153.36,0.0926,6.805,5429.93477,0.164,6774.0,1.5,1.41,0.63246,4.21,1,Outside HZ,0.37557315403150826
Kepler-674 b,Kepler-674,1.69,3.5,3.98,967.191239268492,146.511,0.028,2.243381847,0.0,4192.0,0.57,0.6,-0.90665,4.69,3,Outside HZ,0.6123078700592971
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,11.1,86.0,0.346,,,1.72,,,,,0.18,,,2,Unknown,
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1.16,1.66,5.84,,,0.702,,,,,0.1127,,,0,Unknown,
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1.97,4.55,3.27,,,2.29,,,,,0.37,,,0,Unknown,
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,9.32,63.5656814,0.431,,,1.68,,,,,0.16,,,2,Unknown,
KOBE-1 c,KOBE-1,3.56,12.4,1.51,392.5,3.91,0.16071,29.671,0.0,4135.0,0.619,0.629,-0.99576,5.07,0,Outside HZ,0.6472595482475751
HD 134606 d,HD 134606,7.59,44.8,0.563,207.68,0.3082,1.941,966.5,0.092,5576.0,1.158,1.046,0.06483,4.33,1,Conservative HZ,0.47639735974020553
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,3.58,12.49,1.5,,,2.02,,,,,0.28,,,0,Unknown,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,14.0,230.0,0.461,,,1.6,,,,,0.33,,,2,Unknown,
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,4.72,20.0,1.05,,,2.8,,,,,0.64,,,0,Unknown,
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,11.0,83.7,0.346,,,3.14,,,,,0.71,,,2,Unknown,
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,4.59,19.06970442,1.08,,,1.96,,,,,0.32,,,0,Unknown,
HD 45364 c,HD 45364,14.2,174.48779544,0.335,261.82,0.7829,0.902,345.43,0.019,5466.0,0.89,0.82,-0.19586,4.38,1,Conservative HZ,0.40546790889931683
Kepler-137 b,Kepler-137,1.47,2.76,4.77,847.3937005026896,86.33,0.077,8.436387,0.0,5187.0,0.802,0.85,-0.29234,4.553,3,Outside HZ,0.6684524572834001
GJ 900 b,GJ 900 A,12.4,3496.112477,10.1,1.48,0.0,12000.0,,,3976.0,0.716187,1.08,-0.921,4.55728,1,Conservative HZ,0.054975248423927786
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,13.6,460.85119015,1.01,,,4.39,,,,,0.51,,,2,Unknown,
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,12.9,1452.47581999,3.72,,,1.16,,,,,0.74,,,2,Unknown,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,12.4,3690.0,10.6,,,4.3,,,,,0.39,,,2,Unknown,
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,13.9,279.68899816,0.572,,,4.5,,,,,0.73,,,2,Unknown,
HD 218566 b,HD 218566,9.32,63.566,0.431,253.15,0.7414,0.69,225.7,0.3,4730.0,0.85,0.76,-0.45223,4.46,1,Conservative HZ,0.4607058325106688
Kepler-454 b,Kepler-454,2.37,5.4,2.23,916.0,117.7,0.09528,10.5737534,0.32,5687.0,1.066,1.03,0.05259,4.4,3,Outside HZ,0.5545221179775077
Kepler-884 b,Kepler-884,1.23,2.04,6.02,964.0,139.5,0.06116,5.69919514,0.0,5715.0,0.94,1.0,-0.31335,4.49,3,Outside HZ,0.6531704727940445
K2-140 b,K2-140,13.56286665,295.58041851,0.66,1050.636145077358,204.0,0.068,6.569188,0.0,5585.0,1.06,0.96,-0.04915,4.4,2,Outside HZ,0.30803262788664215
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,13.2,839.06699448,2.0,,,2.51,,,,,0.77,,,2,Unknown,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,5.18,23.4,0.925,,,1.1,,,,,0.21,,,0,Unknown,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,13.4,640.0,1.46,,,1.8,,,,,0.37,,,2,Unknown,
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,12.2,5720.911326,17.3,,,,,,,,0.9,,,2,Unknown,
TOI-1759 b,TOI-1759,3.14,10.8,1.91,443.0,6.39,0.1177,18.85019,0.0,4065.0,0.597,0.606,-1.05715,4.65,0,Outside HZ,0.659806011564079
HIP 70849 b,HIP 70849,12.9,1430.2278315,3.66,78.85,0.0056,3.99,3649.0,0.65,4105.0,0.633112,0.65,-1.04817,4.62349,1,Conservative HZ,0.3775664365405406
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,8.59,55.3,0.479,,,1.5,,,,,0.4,,,2,Unknown,
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1.43,2.63,4.94,,,2.63,,,,,0.51,,,0,Unknown,
Kepler-1433 b,Kepler-1433,1.56,3.05,4.41,1337.2679723442461,535.42,0.0516,4.13592271,0.0,6097.0,1.19,1.14,0.247,4.34,3,Outside HZ,0.55145112331674
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,13.0,1300.0,3.25,,,5.4,,,,,0.13,,,2,Unknown,
Kepler-894 b,Kepler-894,2.78,8.15,2.08,896.0,119.881,0.0916,9.803224,0.0,5603.0,0.85,0.87,-0.12306,4.53,3,Outside HZ,0.5384214576505463
Kepler-817 b,Kepler-817,9.03,60.2,0.449,1346.4044378408344,550.203,0.0493,3.990106229,0.0,5861.0,1.03,1.03,0.08609,4.42,2,Outside HZ,0.2890697280739807
HD 196067 c,HD 196067,3.21,10.4,1.73,,,,4.601088,0.235,6072.0,1.71,1.16,0.549,4.09,0,Unknown,
HD 27894 c,HD 27894,8.24,51.48846,0.506,498.89,9.0713,0.198,36.07,0.015,4875.0,0.891767,0.8,-0.449,4.22,0,Outside HZ,0.4305534756236687
HD 41004 A b,HD 41004 A,13.2,807.25,1.93,,,,963.0,0.74,5310.0,0.85,0.95,-0.293,4.37,1,Unknown,
WASP-149 b,WASP-149,15.24421375,314.96795134,0.49,1855.0,1966.0,0.024,1.332813,0.0,5750.0,1.08,1.05,0.04343,4.4,2,Outside HZ,0.2272464484462605
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,12.9,1500.0,3.84,,,1.1,550.0,,,,0.86,,,1,Unknown,
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,10.6,79.45710175,0.367,,,0.93,,,,,0.14,,,2,Unknown,
Kepler-1794 b,Kepler-1794,1.79426276,3.87,3.68,765.8285725517621,57.59,0.0821,9.762980461,0.0,5052.0,0.816,0.773,-0.6106,4.503,0,Outside HZ,0.6557915918195945
HD 224018 c,HD 224018,2.42,10.4,4.0,641.0,28.2444,0.217,36.57669,0.02,5784.0,1.147,1.013,0.12385,4.32,0,Outside HZ,0.6657086367558223
